,document,label
2846,자식들은 나를 위해 어떠한 재정 지원도 마다하지 않아. 정말 기쁜 일이야.자식들이 재정 지원을 해주는 덕에 내가 이 나이에도 다양한 일들을 해보고 있지.수영도 배우고 여행을 다니며 사진도 많이 찍고 있어. 아주 보람찬 시간이지.,1
2847,나는 은퇴 후에도 일자리를 얻을 수 있으리라 자신해.은퇴 후에는 또 다른 일들을 할 수 있을 거라 생각하니 아주 들떠.은퇴 후에는 보다 즐겁게 할 수 있는 일들을 하고 싶어. 지금부터 차차 계획해나가려고.,1
2848,나는 원하는 것들을 다 살 수 있을 만큼 재산을 모았어. 아주 든든하고 기뻐.그 동안의 힘들었던 시간들이 다 보상받는 기분이야. 얼른 나에게 선물을 주고 싶어.집에서의 여가시간을 보낼 때 사용할 컴퓨터를 사고 싶어.,1
2849,내가 욕심만 내지 않는다면 노년을 충분히 잘 보낼 수 있을 거야. 이 정도면 기쁜 일이지.내 인생은 이제부터 시작이라는 생각으로 열심히 즐겨보겠어.이제는 주변 눈치 보지 않고 나를 위해 살아야지. 하고 싶었던 것들을 맘껏 해보려고.,1
2850,나는 더 늙어서도 돈 걱정 없이 살 수 있을 것 같아. 아주 기뻐.이제까지 열심히 벌고 아낀 덕이지. 이제 잘 쓸 일만 남았구나.사람마다 다르겠지만 나에게는 내가 하고 싶은 것들에 아끼지 않는 것이 가장 좋은 방법이야.,1
2851,나는 자식들의 도움 없이도 살 수 있을 정도로 돈이 넉넉해. 자식에게 기대지 않아도 된다니 기뻐.무기력하게 의존하는 노년생활을 하게 될까 걱정이었는데 다행이야.이제까지는 앞만 봤다면 주변을 둘러보며 천천히 누리고 싶어.,1
2852,나는 병원비를 감당할 수 있을 만큼의 넉넉한 돈을 가졌어. 참 다행이고 기쁜 일이야.건강이 제일이지만 아플 때 돈이 없는 건 서러운 일이지.어렸을 때 가난해서 아파도 병원을 못 갔어. 이제 이런 걱정을 하지 않아도 돼 다행이야.,1
2853,내가 사는 동네 사람들은 내가 어려울 때면 분명 돈을 빌려줄 거야.서로 돕고 의지할 수 있는 사람들이 있다니 참 기쁜 일이지. 우리처럼 정을 나누는 동네가 많아지면 좋겠어.서로를 믿고 응원해야지. 담장만 높이지 말고.,1
2854,옆집 할머니는 내가 어려울 때 나를 도와줄 거야. 이 믿음이 날 기쁘게 해.든든한 친구가 있다는 것은 인생의 선물이지. 인생에 좋은 친구 하나쯤은 만들어야 해.사람을 만날 때 마음을 열고 먼저 다가가려고 노력해보는 것이 중요해.,1
2855,마감기한 내에 일을 끝낼 수 있을까 걱정했는데 기한이 늘어나서 다행이야.일이 다 끝나면 좀 쉬어야 되겠어. 일을 하는 동안 너무 힘들었거든.집에서 밀린 드라마나 봐야겠어.,1
2856,이메일을 잘못 보냈는데 다행히 거래처에서 읽기 전에 발송 취소를 했어. 너무 다행이야.급하게 메일을 보내서 그런 것 같아. 동료가 실수를 하는 바람에 그거를 도와주느라 바빴거든.다음부터는 꼼꼼히 확인해야겠어.,1
2857,오늘 면접을 봤는데 답변을 엄청 잘 이야기 한 것 같아.면접도 잘 봤으니 부모님한테 선물을 해드리고 싶어.부모님이 옛날부터 가지고 싶다고 말한 안마의자를 사줄 거야.,1
2858,저녁에 약속이 있었는데 야근을 안 해서 다행이야. 절대로 빠지면 안 되는 약속이었거든.남자친구랑 일주년 축하 약속이었어. 남자친구가 거기서 선물을 줬어.특별히 내가 가지고 싶었던 옷을 선물 받아서 너무 기뻐.,1
2859,내가 오늘 회의시간에 기획안 발표를 했는데 무사히 잘 끝낸 것 같아 안심이 돼.친구가 알려준 방법대로 해서 발표를 잘 한 거 같아.친구가 사람들 눈이 아닌 인중 부분을 보고 발표하라고 했거든. 그렇게 했더니 긴장이 좀 풀리더라.,1
2860,오늘 처음 단독으로 진행한 일이 잘 끝나서 팀장님께 칭찬 받았어.응. 팀장님이 원래 칭찬에 인색하신 분이거든.응. 팀장님이 본인이 생각한 것보다 훨씬 일을 더 잘 끝냈다고 칭찬해주셨어.,1
2861,몇 년 동안 준비했던 공무원 필기시험에 합격했어. 너무 기뻐부모님에게 이 사실을 당장 말해주고 싶은데 뭐라고 말해야 될까?사랑한다는 말을 하고 싶어. 내가 시험 보는 동안 열심히 응원해주셨거든,1
2862,나도 드디어 회사에 입사하게 됐어. 친구들 중에서 나만 입사를 못해서 불안했었는데 너무 기뻐.그래서 기념으로 친구들이랑 술 마시고 싶은데 지금 연락하면 민폐일까?일단 한 번 전화해봐야겠어. 꼭 직접 만나서 말해주고 싶거든.,1
2863,거래처에 서류를 보내려고 했는데 그 전에 잘못된 점을 발견해서 다행이야.혹시라도 실수한 부분이 또 있으면 어떡하지?집에 가서 한 번 더 확인해봐야겠어.,1
2864,새로운 팀장님이 일을 잘하는 분이라 안심돼.전 부장 때문에 내가 많이 고생했거든지금 팀장이랑 달리 전 부장은 일은 못하면서 일을 시키는 것만 좋아하는 사람이었어.,1
2865,다행히 오늘 마감을 끝내서 공휴일에는 출근하지 않아도 될 것 같아.그런데 동료는 아직 일을 마무리 짓지 못해서 공휴일에도 일 하는데 동료를 도와줘야 할까?내일이 공휴일이긴 하지만 도와줘야겠어. 그 동료가 나를 많이 도와줬거든,1
2866,오늘 실수를 했는데 부장님에게 안 들키고 잘 넘어갔어.근데 이 실수 때문에 동료가 혼나게 됐어. 그래서 이 동료에게 뭐라도 해주고 싶어.그 동료가 가지고 싶어 했던 신발을 선물해줘야겠어.,1
2867,지금 나랑 비슷한 나이 대에서 나처럼 안정적으로 직장에 다니고 있는 사람은 드물 거야.요즘 친구들이 회사에서 해고될 위기라고 하더라고. 그래서 친구들을 도와줘야 되나 고민이야.그래도 오래 알고 지내던 친구들인데 도와줘야겠지.,1
2868,나는 지금까지 살아오면서 얘들 교육에는 돈을 아끼지 않았어. 이게 내 자랑거리 중 하나야.그래서 자식들이 성공한 거는 내 덕분이지. 근데 자식들은 그걸 몰라줘.좀 서운하긴 한데 어쩌겠어.,1
2869,우리 아내만큼 가계관리를 잘하고 검소한 사람도 없을 거야.내 가장 큰 자랑거리가 바로 아내야. 그래서 아내한테 선물을 해주고 싶어.좋은 화장품을 사줄 거야.,1
2870,고정 수입을 정확히는 모르지만 우리 부부가 생활하기에는 충분해.그래서 친구들을 만나면 밥 값은 전부 내가 내고 있어. 근데 친구들이 이걸 부담스러워 해.아무래도 싼 음식을 낼 때는 같이 나눠서 계산해야겠어.,1
2871,내가 지금껏 손을 댄 사업은 전부 성공했어. 정말 운이 많이 따라 준 것 같아.그래서 내가 사업을 하나 더 해보려고 하는데 어떻게 생각해?한 번 해봐야겠어. 이번에도 분명히 성공할 거야.,1
2872,비록 취미이긴 하지만 나만큼 음식을 잘하는 사람은 없어. 내가 가게를 하면 잘 될 거라 자신해.그래서 회사를 그만두고 한 번 가게를 차려 볼 지 고민이야.가게를 차려야겠어. 회사 생활은 이제 진저리가 나.,1
2873,내가 투자한 회사가 지금 어렵지만 독자적인 기술이 있어서 금방 자리를 잡을 수 있을 거야.응. 그래서 주식을 더 살까 고민 중이야.더 샀지. 근데 주가가 안 올라서 손해를 봤어. 그냥 더 사지 말아야겠다.,1
2874,내가 지금 이만큼 누리고 사는 이유는 그동안 내가 열심히 노력했기 때문이야.앞으로는 이 성공을 누리면서 살아갈 거야.운동도 하고 맛있는 것도 먹으면서 지낼 거야.,1
2875,물려받은 재산도 없이 노후 대비를 이정도 한 것만으로 다른 사람에게 조언을 해도 충분하다고 자신해.그래서 앞으로는 사람들에게 내 경험을 조언해주면 살아갸아겠어.인생을 어떠한 방식으로 살아가야 되는지 조언하고 싶어.,1
2876,이십 대부터 노후를 준비하고 재테크를 한 것은 올바른 선택이었어.근데 앞으로는 뭘 하면 살아가야 될지 모르겠어.전자기기를 좀 배워보고 싶어. 아직까지는 잘 못 다루겠거든,1
2877,남편이 휴가를 받아서 같이 여행을 가기로 했어!응! 너무 너무 기대돼!바다에 가는 게 가장 기대돼!,1
2878,아들이 생일날 미역국도 끓여주고 선물도 줬어!응! 정말 감동 받았어!아들이 아침 일찍 일어나서 나를 위해 미역국을 끓여준 거!,1
2879,딸이 고생한 끝에 회사에 취직을 했어!응! 정말 기뻐!딸이 노력해서 취직을 한 게 대견하고 기뻐!,1
2880,남편이 승진 기념으로 갖고 싶던 가방을 사줬어!응! 남편에게 선물을 받아서 기뻐!내가 원하던 가방을 기억하고 사준 남편의 마음이 너무 고맙고 기뻐!,1
2881,아들이 첫 월급으로 좋은 곳에서 식사를 대접했어!응! 아들에게 너무 고마워!아들이 자기에게 쓸 돈을 아껴서 밥을 사준 게 너무 고마워.,1
2882,딸이 좋은 남자와 결혼하게 되어 기뻐!응! 딸이 남편과 잘 살았으면 좋겠어!서로 사랑하고 항상 배려해주는 게 잘 사는 게 아닐까?,1
2883,딸에게 임신했다고 연락이 왔어!응! 너무 감격스러워!딸이기만 했는데 이제 한 아이의 엄마가 된다는 게 가장 감격스러워!,1
2884,아들이 남편과 나에게 패키지여행을 선물했어!응! 아들이 선물해줘서 정말 기뻐!여행 가고 싶었는데 마침 갈 수 있게 돼서 기뻐!,1
2885,남편이 요즘 애정표현을 많이 해줘서 기분이 좋아.응! 난 남편이 애정표현을 많이 해주는 게 좋아!사랑받고 있는 것 같아서 좋아!,1
2886,아들이 학교에서 전교 일등을 했다며 성적표를 보여줬어!응! 너무 기뻐!아들이 노력해서 원하는 결과를 얻은 게 가장 기뻐!,1
2887,남편이 주말에 집안일을 도와주기 시작했어!응. 남편에게 정말 고마워!날 위해 노력해주는 모습이 참 멋있고 고마워!,1
2888,노후자금을 빌려줬던 친구가 뒤늦게 돈을 갚아서 다행이야.그니까 말이야. 처음엔 돈을 못 받는 줄 알았어.이 친구가 형편이 많이 안 좋았거든. 지금이라도 성공해서 갚았으니 다행이지.,1
2889,속는 셈치고 주식을 거래했는데 성공할 줄은 몰랐어. 다행이네.기쁜 것보다도 떨떠름해. 한 번도 못해본 것 속는 셈치고 해봤는데.친구가 한 번 해보자고 한 게 이렇게 됐네. 이참에 술이나 한 번 사야지.,1
2890,내가 걱정하는 줄 알고 말씀하셨나. 정정하니 이 나이에 잘릴 걱정은 말라고 하시네.그 양반이 사람 대하기는 귀신같아 하여간. 놀라 자빠지겠더라고. 걱정했는데.놀라다마다. 기쁜 일이지.,1
2891,차근차근 돈 좀 갚으니 살 만 해졌어. 다행이야.아무리 봐도 잘 되었어. 앞으로는 더 나아질 거야.아무렴. 앞으로는 더 열심히 노력할 테니까.,1
2892,임대 수익이 꽤 쏠쏠해. 노후 준비 더 안 해도 되겠어.암. 이 나이에 다들 고민하는 거잖나.좀 더 빠듯하게 살아야 하겠지만. 이 정도면 만족이라네.,1
2893,자식 노릇 좀 한다고 몇 년째 빌빌거리더니. 이제 좀 철이 들어서 다행이야.다들 직업을 잡았지 뭐냐. 이번 년도 운세가 좋았던지.아무렴 다들 잘 컸어. 이집 저집 자랑 중이다.,1
2894,은퇴를 걱정했는데 다행이야. 우리 가족들이 열심히 일한 덕에 살림살이도 나쁘지 않아.다들 은퇴 하면 불안해하는 게 시국이 시국이니까. 수입원이 필요하지.나처럼 식구들과 계획을 한 것이 아니니까. 음.,1
2895,은퇴하면 끝인 줄 알았더니. 새로 직업을 구해서 다행이지.근데 여기도 잘 해야 자리를 유지할 수 있다고 하더라.아무래도 그렇지. 고객 불만사항이 나오지 않도록 열심히 해야겠어.,1
2896,자격증이란 게 꽤 매력적이고 재미가 있네.은퇴하고 할 직업 좀 찾아보다가 그랬지. 자격증이 있으니 마음이 좀 놓이면서 기쁘기도 하네.이걸로 취직도 할 수 있을 테고. 안심이야.,1
2897,어릴 때 부모님 말씀 잘 들어서 은행 다닌 게 다행이야. 금융 상품 가입 안 했으면.뿌듯하기보단 안도하는 거지. 안 했다면 큰일이 났을 거야.제때 대처하지 못하고 대출을 알아봤어야 할 테니까.,1
2898,최종 퇴사일이 정해졌어. 퇴사 후 여행을 가려고 해서 얼른 퇴사하고 싶어.응. 근데 인수인계를 해야 해서 아직도 회사를 이주나 더 다녀야 해.그냥 마음만 힘든 거지. 인수인계는 별 일 아니니까 금방 마무리하고 여행 갈 거야!,1
2899,우리 아내 미용실 오픈이 바로 오늘이야! 회사까지 그만두고 하고 싶다던 일에 뛰어들었지.처음 들었을 땐 걱정했지만 노력해서 미용사 자격증을 따는 모습을 보고 나도 응원해줬어.정말 자랑스러워. 이제 미용실 개업도 하니까 나도 가서 거들어 줘야겠어.,1
2900,작년 회사 상여금으로 주식을 사자던 아내 말을 듣길 잘했어. 주식이 벌써 엄청 올라서 신이 나!응. 정말 기뻐. 이렇게 좋은 걸 진작할 걸 그랬어.그러게 말이야. 이럴게 아니라 내일 회사가면 주식 얘기를 같이 해봐야겠어.,1
2901,우리 아들이 이번에 대학을 가는데 전액 장학금을 받는대!아들놈이 정말 가고 싶어 하던 대학인데 장학금까지 받게 되다니. 아들이 자랑스러워.얼른 이 좋은 소식을 친척들에게도 알려야겠어!,1
2902,얼마만의 우승이냐! 응원하던 프로야구팀이 이번엔 우승까지 했어. 믿을 수 없어!나뿐만 아니라 온 가족이 경기를 지켜보며 응원했는데 우승까지 하니 마치 우리 가족의 경사 같아!그래서 오늘은 온 가족 외식이야! 즐거운 마음으로 맛있는 거 먹고 와야지.,1
2903,오늘 처음으로 아들 학예회를 보러 가. 아들도 엄청 신나 하던데 나도 떨리네.무엇을 하는 거냐고 물어봐도 안 알려줘서 어떤 걸 준비했는지 전혀 모르겠어.별 말 안 했어. 그래도 저렇게 신나있는 거 보면 학예회 준비가 즐거웠나 봐.,1
2904,처음으로 가족들과 해외여행을 가기로 했어. 벌써부터 여행기분이 나고 막 들뜨네.응. 그런데 다들 가고 싶다는 곳이 달라서 좀처럼 여행지가 정해지지 않아.각자 원하는 여행지에 대해서 대략적인 조사를 해서 다시 얘기를 나누고 투표를 해야겠어.,1
2905,내가 아들한테 용돈도 다 받아보고. 이제 정말 다 컸나 봐.용돈 필요하다고 아르바이트를 시작하더니 나한테 줄 돈까지 어디 있다고. 받아도 되는 건가 싶기도 해.그래도 딴에는 생각해서 주는 건데 거절하면 마음 상하겠지? 차라리 우리 아들놈 뭐라도 사줘야겠어.,1
2906,이제 나도 자판기 커피 졸업이다! 다음 달부터 아내가 용돈을 올려주겠대!맨날 자판기 커피나 마시고 후배들한테 사주지도 못 했어. 주머니 사정 때문에 마음 고생 좀 했지.늘어난 용돈으로 뭐부터 하면 좋을까? 마누라 데리고 근사한 저녁이라도 먹으러 가야겠어.,1
2907,딸이 좋아하는 아이돌이 있는데 아내는 싫어해. 그런데 내가 딸한테 콘서트를 데려다 주기로 약속했어.응. 근데 아내는 모르는 일이라 걱정돼. 그래도 딸이랑 비밀이 생기니까 들뜨네.콘서트 같은 데도 오랜만이고 딸이랑도 단 둘이 뭘 해본 게 얼마나 됐는지 모르겠어.,1
2908,이번 주말엔 아내랑 오랜만에 데이트를 할거야. 어쩐지 연애 때 기분도 나고 설레는구먼.처가에서 아이들을 맡아준다고 해서 겨우 시간을 냈어. 아내한테 줄 선물을 준비하고 싶어.혼자서는 도저히 잘 모르겠는데. 딸한테 한번 상담을 해봐야겠어.,1
2909,주말에 밖에 놀러 나가지 않고 그냥 남편이랑 집에 있는데도 그게 참 편해.소소하고 즐겁지. 이젠 이 안정감이 곧 행복감이 되는 것 같아.늦게 일어나 밥 먹고 오후엔 산책도 하고 저녁이면 텔레비전을 같이 보는 게 소소한 행복이지.,1
2910,그 동안 애들 뒷바라지 하느라 바쁘게 지냈는데 이젠 남편과 시간이 많아서 여유로워.응. 남편이랑 같이 보내는 시간이 많아졌는데 지내다 보니 나름 재미있어.어른이 되었다 생각했는데 여전히 그 사람이구나 싶을 때가 있어.,1
2911,처음으로 엄마 소리를 들었어. 재혼한 남편의 아들이 날 어려워 해서 걱정했는데 보상을 받은 기분이야.정말 기뻐. 근데 이 나이의 아들이랑은 무슨 얘기를 해야 할지 잘 모르겠어.요즘 애들은 뭘 좋아하는지 내 친구 중에 교사가 하나 있는데 한번 물어봐야겠어.,1
2912,내일 딸이랑 영화 보러 가기로 했어. 언제 이렇게 컸는지 이젠 친구 같은 느낌이 들어.내 인생 가장 큰 행복이지. 딸이 연애 고민을 상담해올 땐 내심 당황스럽더라고.딸을 먼저 키운 언니한테 물어봐야겠어.,1
2913,이번에 며느리 될 새 아가를 보고 왔어. 참하고 편안한 기운을 가진 친구라 마음에 들어.응. 근데 며느리가 날 어려워할까 봐 고민이야.나는 시집살이로 힘들었으니까 내가 싫었던 건 안 하려고. 세대차이도 있을 테니 잘 얘기해야겠어.,1
2914,나에게도 방학이 오네. 남편이 한 달간 출장이라 나도 아침밥에서 해방이야!응. 나는 잠이 많은데 그동안 남편 아침밥을 차려주느라 새벽같이 일어났어.일단 푹 쉬고 오랜만에 내 입맛에 맞춰 밥을 해야지. 당장 장을 보러 가야겠어.,1
2915,오랜만에 집에 온 딸이 밥도 두 그릇씩 먹고 잠도 늦게까지 푹 자는 걸 보니 마음이 따뜻해져.응. 딸은 평소에도 잘 먹는다고는 하는데 그래도 혼자선 못 먹는 것들이 많잖아.데리고 나가 카페에서 커피라도 한잔 하면서 시간을 보내려고.,1
2916,우리 남편은 연애 때와 똑같이 여전히 순하고 같이 있으면 마음이 편해져.내가 사람 하나 보고 결혼했는데. 결혼할 때 주변에서 반대를 해서 많이 속상했었어.남편이 기운을 많이 줬어. 오늘은 좀 낯간지러워도 남편에게 고마운 마음을 표현해야겠어.,1
2917,오늘 아들놈 연애 상담을 해줬어. 내심 기분이 좋네.아들이 엄마한테 연애 상담하는 게 흔한 일은 아니잖아. 그런데 사실 요즘 여자애들은 나도 잘 몰라.다음에는 딸에게 살짝 물어봐야겠어. 아무래도 나보단 딸이 더 잘 알 거야.,1
2918,나와 남편은 정말 친구 같아. 워낙 잘 맞다 보니 같이 있으면 아직도 재미있어.응. 그런데 요즘엔 밖에 통 못나가서 집에서만 있으려니 조금 무료하긴 해.분위기 낼 겸 남편한테 들어올 때 와인 좀 사오라고 해야겠어.,1
2919,오늘은 친구네 부부랑 편백숲으로 갔어.항암치료를 마치고 나온 거라 요양 차로.물론. 앞으로도 이리 다시 올 수 있으면 좋겠어.,1
2920,퇴원 예정일보다 일찍 퇴원해서 아내랑 집에 가고 있어.일주일이나 일찍 퇴원해서 더 그런가 봐.차차 생각해 봐야지. 일단은 아내랑 같이 있고 싶어.,1
2921,투병 이후에 가게를 접고 귀농했어. 친구랑 같이 사업 구상도 할 겸.맞아. 그런데 사업 구상을 어떻게 해야 할지 고민이야.그건 찬찬히 생각해보려고. 우리 사업이 잘 될 수 있을까?,1
2922,아내 퇴원 일주년 맞이해 캠핑을 가고 있어.나중에 또 이렇게 다같이 캠핑을 올 수 있을까?그래. 앞으로도 아내가 이렇게 건강하면 좋겠어.,1
2923,이석증이 완치되고 노인정에서 다 같이 막걸리를 마시고 있어.마을 사람들과 마시는 것이니 만큼 다음에도 이런 시간이 있으면 좋겠네.그래. 다시 조만간 모여서 말이야. 그 때까지 나도 건강하면 좋겠네.,1
2924,정년퇴직을 하니 아픈 아내를 여유롭게 보살필 수가 있어.덕분에 아내 볼 시간이 늘어나고 있지. 아픈 아내를 돌보려면 뭐부터 해야 할지 고민이야.일단 아내의 곁에 있어야겠지. 간호도 같이 해주면서.,1
2925,아들이 퇴원한 후에 낚시를 하러 왔어.그래. 건강하게 퇴원해줘서 고마워. 앞으로도 이렇게 건강하면 좋겠어.물론. 이렇게 낚시도 오고. 앞으로도 그러면 좋겠어.,1
2926,오늘 허리 수술 받은 이후로 처음으로 병상에 앉아 가족들과 이야기를 나눴어.그래. 아프지 않아서 좋았지. 앞으로도 아프지 않으면 좋으련만.앞으로 내 건강에 더 신경을 써야겠지. 허리도 조심하고.,1
2927,아내와 요새는 산골에서 음식점을 운영하며 살아가고 있어.그렇지. 아내가 폐암 수술을 받고 나는 퇴직했으니까 시간도 많아.같이 있는 시간을 늘려야겠지. 아내가 많이 아프지 않으면 좋겠어.,1
2928,퇴원하고 오랜만에 형제들과 아버지 산소에 갔어.병원에서 다시 올 수 있을까 생각했는데 올 수 있어서 다행이야.내 건강을 먼저 챙겨야겠지. 겸사겸사 형제들도.,1
2929,남편이 무슨 일인지 나에게 병원비로 쓰라고 그동안 모아뒀던 돈을 줬어.언제 다 이런 걸 준비해뒀는지 모르겠지만 너무 기분이 좋다.남편이랑 밖에 나가서 오붓한 시간을 가지고 와야겠어.,1
2930,몸이 좀 아프지만 내가 그래도 경제적으로 여유가 있어서 치료비 걱정은 없어.경제적으로 여유롭지 않았더라면 치료비 못 낼까 봐 불안해했을 거야.그렇다고 내 돈에 너무 의지하지 말고 건강을 지키려고 노력해야지.,1
2931,만성 질환 때문에 병원에 나갈 돈이 걱정됐는데 국민연금이 있어서 다행이야.물론 국민연금으로 다 해결되지는 않지만 그래도 이게 얼마나 다행인지.더욱 건강해지려고 피나는 노력을 해야지.,1
2932,어마어마한 약값 때문에 막막했는데 옆집 사람이 돈 빌려준다고 해서 얼마나 다행이었는지 모르겠어.이 사람 없었으면 난 정말 아무것도 못하고 발만 동동 굴렸을 거야.치료비 얼른 내고 하루빨리 빌린 돈 다 갚아야지.,1
2933,치료를 계속 받아야 하는 친구가 있는데 병원비 때문에 퇴원한다는 거 내가 돈을 빌려줬어.치료를 계속 받아야 하는데 중단하면 못 쓰지.친구에게 돈 갚으라고 압박을 주면 안 되겠지.,1
2934,비록 혼자 살고 있지만 경제적으로 여유로워서 만성 질환에 걸려도 괜찮을 것 같아.경제적으로 어려웠으면 만성 질환 걸릴까 봐 걱정스러웠을 거야.그래도 최대한 내 건강을 위해 노력해야지.,1
2935,남편도 나도 만성 질환으로 지속적인 치료가 필요한 상황이지만 경제적으로 여유로워서 다행이야.누구에게 의지하지 않아도 되서 얼마나 다행인지.이 상황을 감사하며 건강을 유지하려고 노력해야지.,1
2936,입원을 해야 하는데 돈 걱정부터 났는데 남편이 나보고 돈 있으니 걱정 말라고 하더라.그렇게 말해주니깐 남편에게 정말 고맙더라고.남편에게 더욱더 잘해줘야지.,1
2937,비록 내가 뇌졸중이 있지만 경제적으로 넉넉해서 입원 치료를 계속할 수 있어.마음 편히 치료받을 수 있으니 참 다행이지. 돈 걱정 없고.치료 열심히 받아서 뇌졸중을 이겨내야지.,1
2938,자식들이 사업 성공해서 치료비 때문에 걱정할 필요 없이 열심히 치료받고 있어.몸이 너무 아픈데 마음까지 불편했으면 어쩔 뻔했는지 몰라.치료 더욱 열심히 받아서 건강을 회복해야지.,1
2939,젊었을 때 열심히 모아둔 돈이 있어서 지금 병원비 때문에 걱정 없이 살고 있어.젊었을 때 안 모으고 펑펑 썼으면 지금 병원비 때문에 힘들었을 거야.열심히 치료받고 또 열심히 살아가야지.,1
2940,여자 친구는 나만큼 좋아한 남자가 처음이라고 말했어.속마음을 얘기 안하는 여자 친구라 얘기를 듣고 놀랐지만 너무 기뻤어.여자 친구에게 감정표현도 잘 하고 아껴줄 거야.,1
2941,결혼 직후 간절히 원하던 주택 청약에 당첨되었어.결혼 전에 자금의 문제로 집을 사지 못해서 경제적으로 힘든 상황이었어.아내와 함께 나가서 외식을 하면서 마음껏 기분을 즐길래.,1
2942,아이가 태어난 후 처음으로 아내와 단둘이 여행을 가게 되었어.아내가 가고 싶었던 곳으로 다녀왔는데 아내가 좋아하니까 나도 신이 났어.앞으로 자주 아내와 함께 여행 와야겠다는 생각을 했어.,1
2943,아이가 두 발로 걷고 말문을 트는 모습에 감동했어.부모가 되고 나서야 내 부모님에게 감사하고 고마움을 느꼈어.아빠로서 자식으로서 내가 더 잘해야겠다는 생각을 해.,1
2944,아내에게 최신형 게임기를 사도 된다고 허락 받았어.아내가 평소에 게임을 좋아하지 않는데 흔쾌히 게임기를 사도 된다고 허락해줘서 기뻐.아내와 함께 할 수 있는 게임기를 살 계획이야.,1
2945,부모님은 오늘 처음 본 여자 친구를 매우 마음에 들어 하셨어.의외로 무뚝뚝하신 아버지께서 여자 친구에게 다정하게 대해주셔서 분위기가 좋았어.아버지와 더 자주 대화도 하고 여자 친구에게도 더 잘할 거야.,1
2946,아내와 같이 응원하던 야구팀이 우승을 했어.오랜만에 치킨과 맥주를 마시면서 응원도 하고 자연스럽게 대화도 많이 했어.아내와 앞으로도 같은 취미생활을 더 많이 하려고 해.,1
2947,마음속으로 몰래 좋아하던 그녀가 처음으로 나에게 먼저 놀러 가자며 말을 걸어왔어.그동안 나에게 관심이 없었던 것 같은데 나에게 말을 걸어준 이후로 잘 웃어줘.오늘은 내가 먼저 말을 걸어봐야겠어.,1
2948,오늘 유치원에서 딸아이의 장기자랑이 있다고 해서 종일 마음이 설레었어.딸아이에게 선물해 줄 좋아하는 꽃이 무엇인지 잘 모르겠어.아내에게 전화를 걸어서 딸아이가 좋아하는 꽃을 선물해줄 거야.,1
2949,처음으로 어버이날에 아이들로부터 선물을 받았어.너무 즐거워하면서 선물을 주는데 얼마나 사랑스러웠는지 몰라.아이들과 더 많이 대화하는 아빠가 되기 위해 노력할거야.,1
2950,다들 코로나 때문에 아프다고 하던데 그래도 나와 아내는 건강해서 다행이야.그래도 앞으로 더 지켜봐야지. 어떻게 될지 모르니까.아직은 건강하지만 마스크도 잘 쓰고 주의해서 다녀야겠어.,1
2951,나이 들어 젊은 친구들과 일하니 힘에 부치네. 그래도 어디 아픈 데 없어 다행이지.이러다 갑자기 어디 아프기라도 하면 안 되니 운동은 필수인 것 같아.운동과 식이요법 그리고 적절한 여가활동을 꾸준히 하고 있어.,1
2952,아내가 자꾸 적게 먹으라고 해서 힘들긴 한데 확실히 속은 편해지네.아침에 일어날 때 가뿐하게 일어나는 게 좋아.처음엔 힘들었는데 꾸준하게 하니 나에게도 맞는지 정말 만족스러워.,1
2953,우리 마을에 방송을 촬영하는데 내가 제일 건강하다며 방송에 나가 보라고 하네?우리 마을 특산품을 소개하는 방송이야. 나보고 나가라고 하니 은근히 기분이 좋네.어느 정도는. 이참에 내가 먹었던 걸 접목해서 소개를 해주려고.,1
2954,아들 녀석이 드디어 의사가 되어서 아주 흡족해.아내가 잔병치레가 많았는데 그거 때문에 아들이 의사가 되겠다고 했었거든.이젠 아내가 아플 때 바로 얘기할 수 있는 든든한 지원군이 생겨서 기분이 좋아.,1
2955,아내와 같이 건강 검진을 받았는데 아무 이상 없이 건강하다고 해서 만족하고 있어.항상 아내가 소식을 하라고 해서 그렇게 했을 뿐인데.유지해야지. 건강만이 살길이니까.,1
2956,매일 골골대던 친구 녀석이 안쓰러워 보약 하나 지어줬더니 효과가 좋았나 봐.기력이 없었어. 일 끝나면 아무것도 못했으니까.운동도 하면 좋을 텐데. 지금도 많이 나아진 거라서 아주 만족스러워.,1
2957,아내가 삼 년 전부터 아팠는데 그거 때문에 오히려 가족 사이가 좋아졌어.다행히 아내 건강도 회복되어 더할 나위 없어. 요즘 기분이 아주 좋아.덕분에 모두 건강에 힘쓰는 계기가 되었어.,1
2958,한약을 먹고 나서 피로가 덜해. 많이 좋아진 것 같아 매우 만족스러워.아주 대만족이야. 덕분에 젊은 친구들처럼 기력이 올라간 것 같아.한약은 주기적으로 먹으려고. 운동과 병행하면 더 좋아질 것 같네.,1
2959,아직 내 몸이 건강해서 손자가 경찰이 된 모습을 볼 수 있다는 것만으로 너무 좋아.아주 멋지지. 내 젊었을 때가 생각이 나더라고.손자가 활약하는 모습 계속 보려면 일단 내 몸부터 관리를 잘해야겠지.,1
2960,아내가 중이염 수술을 받고 나서 전보다 더 내 얘기를 더 잘 들을 수 있게 됐어.정말 만족스러워. 누군가 내 얘기를 들어준다는 게 행복하단 걸 이제 알았어.들리는 순간만큼은 내가 더 많이 얘기해 줄 거야. 장담해.,1
